,»’∆Џ,є…∆±іъ¬л,√ы≥∆, ’≈ћЉџ,„оЄяЉџ,„оµЌЉџ,њ™≈ћЉџ,«∞ ’≈ћ,’«µшґо,’«µшЈщ,її ÷¬ ,≥…љїЅњ,≥…љїљрґо,„№ –÷µ,ЅчЌ® –÷µ
648,2015-06-10,sh603993,¬е—фов“µ,18.09,18.8,17.6,17.9,18.29,-0.2,-1.0935,1.479,29112129,528695456.0,91827924797.2,35608736794.5
649,2015-06-11,sh603993,¬е—фов“µ,17.87,18.19,17.6,18.0,18.09,-0.22,-1.2161,1.1186,22019642,393278733.0,90711167281.8,35175684163.5
650,2015-06-12,sh603993,¬е—фов“µ,18.0,18.28,17.73,17.73,17.87,0.13,0.7275,1.3711,26988975,487026688.0,91371069450.0,35431578900.0
651,2015-06-15,sh603993,¬е—фов“µ,18.42,18.8,17.71,17.96,18.0,0.42,2.3333,2.2411,44113786,807813786.0,93503061070.5,36258315741.0
652,2015-06-16,sh603993,¬е—фов“µ,16.59,18.03,16.58,17.97,18.42,-1.83,-9.9349,1.8132,35691664,612482960.0,84213669009.8,32656105219.5
653,2015-06-17,sh603993,¬е—фов“µ,16.91,17.16,15.71,16.3,16.59,0.32,1.9289,1.4588,28714569,470763631.0,85838043577.8,33285999955.5
654,2015-06-18,sh603993,¬е—фов“µ,16.2,17.17,15.9,16.8,16.91,-0.71,-4.1987,1.1111,21871523,366629516.0,82233962505.0,31888421010.0
655,2015-06-19,sh603993,¬е—фов“µ,15.06,16.6,15.04,16.0,16.2,-1.14,-7.037,0.9557,18812229,301270703.0,76447128106.5,29644421013.0
656,2015-06-23,sh603993,¬е—фов“µ,15.2,15.33,13.55,15.09,15.06,0.14,0.9296,1.0528,20722891,304682975.0,77157791980.0,29919999960.0
657,2015-06-24,sh603993,¬е—фов“µ,15.74,15.8,15.0,15.34,15.2,0.54,3.5526,1.3728,27022617,416238374.0,79898924063.5,30982947327.0
658,2015-06-25,sh603993,¬е—фов“µ,14.45,15.7,14.25,15.69,15.74,-1.29,-8.1957,1.202,23659912,359653208.0,73350664086.2,28443684172.5
659,2015-06-26,sh603993,¬е—фов“µ,13.01,14.2,13.01,13.91,14.45,-1.44,-9.9654,1.0455,20580142,277429891.0,66040978530.2,25609157860.5
660,2015-06-29,sh603993,¬е—фов“µ,11.71,13.38,11.71,13.34,13.01,-1.3,-9.9923,2.1935,43176818,525168236.0,59441956847.8,23050210495.5
661,2015-06-30,sh603993,¬е—фов“µ,12.36,12.5,10.54,10.93,11.71,0.65,5.5508,2.3478,46215337,532364788.0,62741467689.0,24329684178.0
662,2015-07-01,sh603993,¬е—фов“µ,11.17,12.42,11.12,12.01,12.36,-1.19,-9.6278,1.7465,34379043,407972268.0,56700824764.2,21987263128.5
663,2015-07-02,sh603993,¬е—фов“µ,10.05,11.23,10.05,11.18,11.17,-1.12,-10.0269,2.5904,50990713,540396601.0,51015513776.2,19782631552.5
664,2015-07-03,sh603993,¬е—фов“µ,11.06,11.06,10.85,11.06,10.05,1.01,10.0498,5.4227,110459495,1221410374.0,56900688550.0,22528979356.5
665,2015-07-06,sh603993,¬е—фов“µ,12.17,12.17,11.91,12.17,11.06,1.11,10.0362,10.716,218281749,2654432014.0,62611336315.9,24790025205.1
666,2015-07-07,sh603993,¬е—фов“µ,11.34,12.14,10.95,11.68,12.17,-0.83,-6.82,12.6776,258240951,2942848479.0,58341212310.8,23099333264.3
667,2015-07-08,sh603993,¬е—фов“µ,10.21,10.8,10.21,10.21,11.34,-1.13,-9.9647,7.4326,151401418,1554775615.0,52527669990.6,20797547850.8
668,2015-07-09,sh603993,¬е—фов“µ,11.23,11.23,9.3,9.7,10.21,1.02,9.9902,4.9772,114460513,1186414740.0,60725602610.9,25825576006.7
669,2015-07-10,sh603993,¬е—фов“µ,12.35,12.35,11.85,12.35,11.23,1.12,9.9733,2.4504,56351145,693748833.0,66781940538.3,28401234522.0
670,2015-07-13,sh603993,¬е—фов“µ,13.59,13.59,13.2,13.59,12.35,1.24,10.0405,4.2073,106079727,1438523584.0,76499010106.5,34264694741.2
671,2015-07-14,sh603993,¬е—фов“µ,14.95,14.95,13.95,14.13,13.59,1.36,10.0074,11.9388,301016038,4419997271.0,84154540183.4,37693685532.1
672,2015-07-15,sh603993,¬е—фов“µ,13.46,15.28,13.46,14.58,14.95,-1.49,-9.9666,9.1582,230908153,3268023684.0,75767231496.2,33936923562.7
673,2015-07-16,sh603993,¬е—фов“µ,14.81,14.81,12.4,12.8,13.46,1.35,10.0297,7.887,198855729,2797802469.0,83366470910.7,37340701186.0
674,2015-07-17,sh603993,¬е—фов“µ,15.72,16.29,15.0,15.2,14.81,0.91,6.1445,11.8624,299087597,4720498376.0,88488921182.8,39635099435.8
675,2015-07-20,sh603993,¬е—фов“µ,15.79,16.07,15.01,15.01,15.72,0.07,0.4453,8.7371,220290665,3440066139.0,88882955819.1,39811591608.8
676,2015-07-21,sh603993,¬е—фов“µ,17.37,17.37,15.3,15.5,15.79,1.58,10.0063,10.1639,256263878,4294838630.0,97776880467.2,43795272086.5
677,2015-07-22,sh603993,¬е—фов“µ,16.9,17.74,16.0,17.5,17.37,-0.47,-2.7058,9.0148,227291817,3837530920.0,95131219337.7,42610253210.2
678,2015-07-23,sh603993,XD¬е—фов,16.9,17.38,16.5,16.68,16.72,0.18,1.0766,5.7338,144566741,2446617487.0,95131219337.7,42610253210.2
679,2015-07-24,sh603993,¬е—фов“µ,17.36,18.2,16.2,16.71,16.9,0.46,2.7219,9.0906,229201873,3912459944.0,97720589804.9,43770058918.9
680,2015-07-27,sh603993,¬е—фов“µ,15.62,17.83,15.62,16.75,17.36,-1.74,-10.023,7.2767,183468746,3088124951.0,87926014559.5,39382967760.0
681,2015-07-28,sh603993,¬е—фов“µ,15.93,16.45,14.15,14.58,15.62,0.31,1.9846,7.061,178029859,2726459400.0,89671025091.7,40164575954.9
682,2015-07-29,sh603993,¬е—фов“µ,16.62,16.8,14.62,16.25,15.93,0.69,4.3315,6.488,163581840,2584479283.0,93555080792.5,41904284518.0
683,2015-07-30,sh603993,¬е—фов“µ,15.31,16.58,15.06,16.12,16.62,-1.31,-7.8821,5.0383,127031815,2040859541.0,86181004027.2,38601359565.0
684,2015-07-31,sh603993,¬е—фов“µ,15.42,16.2,14.9,15.0,15.31,0.11,0.7185,4.4034,111023972,1727700427.0,86800201312.9,38878704408.4
685,2015-08-03,sh603993,¬е—фов“µ,13.9,15.17,13.88,14.8,15.42,-1.52,-9.8573,4.843,122108249,1743753796.0,78244020638.7,35046302936.2
686,2015-08-04,sh603993,¬е—фов“µ,15.0,15.1,13.81,14.08,13.9,1.1,7.9137,4.4349,111816713,1630858534.0,84435993495.0,37819751370.0
687,2015-08-05,sh603993,¬е—фов“µ,14.35,15.0,14.18,14.8,15.0,-0.65,-4.3333,3.7618,94846018,1385037201.0,80777100443.6,36180895477.3
688,2015-08-06,sh603993,¬е—фов“µ,13.95,14.49,13.77,13.83,14.35,-0.4,-2.7875,2.5531,64372346,904305272.0,78525473950.4,35172368774.1
689,2015-08-07,sh603993,¬е—фов“µ,14.52,14.89,14.22,14.23,13.95,0.57,4.086,3.3207,83724542,1219387379.0,81734041703.2,36609519326.2
690,2015-08-10,sh603993,¬е—фов“µ,15.68,15.97,14.57,14.8,14.52,1.16,7.989,5.3166,134047455,2054523943.0,88263758533.4,39534246765.4
691,2015-08-11,sh603993,¬е—фов“µ,15.75,16.2,15.46,15.64,15.68,0.07,0.4464,5.2673,132806167,2102649125.0,88657793169.8,39710738938.5
692,2015-08-12,sh603993,¬е—фов“µ,15.1,15.8,15.09,15.5,15.75,-0.65,-4.127,3.4713,87521751,1347536649.0,84998900118.3,38071883045.8
693,2015-08-13,sh603993,¬е—фов“µ,16.61,16.61,15.07,15.1,15.1,1.51,10.0,6.9973,176423541,2844459321.0,93498790130.1,41879071350.4
694,2015-08-14,sh603993,¬е—фов“µ,16.19,17.08,16.02,17.04,16.61,-0.42,-2.5286,6.3858,161005399,2644884879.0,91134582312.3,40820118312.0
695,2015-08-17,sh603993,¬е—фов“µ,16.31,16.37,15.7,16.16,16.19,0.12,0.7412,3.8489,97043031,1555085892.0,91810070260.2,41122676323.0
696,2015-08-18,sh603993,¬е—фов“µ,14.68,16.31,14.68,16.2,16.31,-1.63,-9.9939,4.5036,113549288,1748635801.0,82634692300.4,37012930007.4
697,2015-08-19,sh603993,¬е—фов“µ,14.73,15.03,13.35,14.12,14.68,0.05,0.3406,3.7272,93974568,1336920625.0,82916145612.1,37138995845.3
698,2015-08-20,sh603993,¬е—фов“µ,14.39,15.56,14.15,14.5,14.73,-0.34,-2.3082,3.5078,88441959,1317398720.0,81002263092.9,36281748147.6
699,2015-08-21,sh603993,¬е—фов“µ,13.44,14.5,13.25,14.01,14.39,-0.95,-6.6018,2.9994,75625469,1047371832.0,75654650171.5,33886497227.5
700,2015-08-24,sh603993,¬е—фов“µ,12.1,13.0,12.1,12.9,13.44,-1.34,-9.9702,2.5134,63370331,778715201.0,68111701419.3,30507932771.8
701,2015-08-25,sh603993,¬е—фов“µ,10.89,11.7,10.89,10.99,12.1,-1.21,-10.0,2.788,70294258,785983728.0,61300531277.4,27457139494.6
702,2015-08-26,sh603993,¬е—фов“µ,10.85,11.88,10.62,11.06,10.89,-0.04,-0.3673,4.1615,104925133,1175045093.0,61075368628.1,27356286824.3
703,2015-08-27,sh603993,¬е—фов“µ,11.64,11.7,10.79,11.34,10.85,0.79,7.2811,3.414,86078071,969317289.0,65522330952.1,29348127063.1
704,2015-08-28,sh603993,¬е—фов“µ,12.79,12.8,11.67,11.9,11.64,1.15,9.8797,3.9781,100300402,1220173913.0,71995757120.1,32247641334.8
705,2015-08-31,sh603993,¬е—фов“µ,12.32,12.38,11.59,12.3,12.79,-0.47,-3.6747,4.4295,111681869,1349057319.0,69350095990.6,31062622458.6
706,2015-09-01,sh603993,¬е—фов“µ,12.05,12.15,11.09,12.0,12.32,-0.27,-2.1916,3.7586,94765409,1107191565.0,67830248107.7,30381866933.9
707,2015-09-02,sh603993,¬е—фов“µ,12.24,12.5,11.16,11.32,12.05,0.19,1.5768,4.1304,104139420,1251790016.0,68899770691.9,30860917117.9
708,2015-09-07,sh603993,¬е—фов“µ,12.14,13.2,12.05,12.2,12.24,-0.1,-0.817,1.8347,46258732,582284093.0,68336864068.6,30608785442.1
709,2015-09-08,sh603993,¬е—фов“µ,12.53,12.68,11.41,12.16,12.14,0.39,3.2125,1.6955,42748492,517156560.0,70532199899.5,31592098977.7
710,2015-09-09,sh603993,¬е—фов“µ,12.91,13.09,12.4,12.5,12.53,0.38,3.0327,2.4876,62721229,805001266.0,72671245068.0,32550199345.8
711,2015-09-10,sh603993,¬е—фов“µ,12.38,12.9,12.34,12.63,12.91,-0.53,-4.1053,1.4899,37565633,475379737.0,69687839964.5,31213901464.0
712,2015-09-11,sh603993,¬е—фов“µ,12.44,12.57,12.1,12.4,12.38,0.06,0.4847,1.1751,29627611,365930560.0,70025583938.5,31365180469.5
713,2015-09-14,sh603993,¬е—фов“µ,11.2,12.56,11.2,12.5,12.44,-1.24,-9.9678,1.8046,45498709,532905632.0,63045541809.6,28238747689.6
714,2015-09-15,sh603993,¬е—фов“µ,10.08,11.04,10.08,11.01,11.2,-1.12,-10.0,1.732,43669141,458477624.0,56740987628.6,25414872920.6
715,2015-09-16,sh603993,¬е—фов“µ,10.99,11.09,9.99,10.1,10.08,0.91,9.0278,1.8895,47640610,500245835.0,61863437900.7,27709271170.4
716,2015-09-17,sh603993,¬е—фов“µ,10.67,11.5,10.61,10.92,10.99,-0.32,-2.9117,2.1045,53060478,591242965.0,60062136706.1,26902449807.9
717,2015-09-18,sh603993,¬е—фов“µ,10.86,10.97,10.56,10.85,10.67,0.19,1.7807,1.1399,28741341,309429932.0,61131659290.4,27381499991.9
718,2015-09-21,sh603993,¬е—фов“µ,11.36,11.49,10.56,10.6,10.86,0.5,4.6041,1.7227,43434177,480317266.0,63946192406.9,28642158370.9
719,2015-09-22,sh603993,¬е—фов“µ,11.3,11.65,11.11,11.33,11.36,-0.06,-0.5282,1.7797,44871740,510456028.0,63608448432.9,28490879365.4
720,2015-09-23,sh603993,¬е—фов“µ,11.33,11.56,10.89,10.92,11.3,0.03,0.2655,1.9401,48915925,547047694.0,63777320419.9,28566518868.1
721,2015-09-24,sh603993,¬е—фов“µ,11.49,11.65,11.28,11.33,11.33,0.16,1.4122,1.7523,44180461,506422620.0,64677971017.2,28969929549.4
722,2015-09-25,sh603993,¬е—фов“µ,10.61,11.49,10.51,11.4,11.49,-0.88,-7.6588,1.8384,46352762,507865197.0,59724392732.1,26751170802.4
723,2015-09-28,sh603993,¬е—фов“µ,10.84,10.86,10.48,10.68,10.61,0.23,2.1678,0.7988,20139056,215891561.0,61019077965.7,27331073656.7
724,2015-09-29,sh603993,¬е—фов“µ,10.39,10.68,10.31,10.57,10.84,-0.45,-4.1513,0.9706,24472275,256949913.0,58485998160.9,26196481115.6
725,2015-09-30,sh603993,¬е—фов“µ,10.44,10.65,10.42,10.5,10.39,0.05,0.4812,0.6711,16920787,178108863.0,58767451472.5,26322546953.5
726,2015-10-08,sh603993,¬е—фов“µ,10.77,11.05,10.73,10.97,10.44,0.33,3.1609,1.3874,34980268,381404589.0,60625043329.4,27154581483.7
727,2015-10-09,sh603993,¬е—фов“µ,11.22,11.43,10.72,10.83,10.77,0.45,4.1783,1.169,50477317,562890886.0,63158123134.3,48446952814.3
728,2015-10-12,sh603993,¬е—фов“µ,12.0,12.28,11.21,11.26,11.22,0.78,6.9519,1.5716,67859459,795727474.0,67548794796.0,51814922796.0
729,2015-10-13,sh603993,¬е—фов“µ,11.89,11.97,11.65,11.78,12.0,-0.11,-0.9167,1.1423,49322346,582225084.0,66929597510.4,51339952670.4
730,2015-10-14,sh603993,¬е—фов“µ,11.98,12.45,11.75,11.81,11.89,0.09,0.7569,1.3604,58742686,714224975.0,67436213471.3,51728564591.3
731,2015-10-15,sh603993,¬е—фов“µ,12.25,12.31,11.85,11.86,11.98,0.27,2.2538,1.077,46503759,563889056.0,68956061354.2,52894400354.2
732,2015-10-16,sh603993,¬е—фов“µ,12.23,12.38,11.96,12.28,12.25,-0.02,-0.1633,1.1296,48776914,593787704.0,68843480029.6,52808042149.6
733,2015-10-19,sh603993,¬е—фов“µ,12.51,12.89,12.09,12.25,12.23,0.28,2.2895,1.5434,66644381,830516851.0,70419618574.8,54017057014.8
734,2015-10-20,sh603993,¬е—фов“µ,12.53,12.65,12.32,12.42,12.51,0.02,0.1599,1.1637,50247380,627220180.0,70532199899.5,54103415219.5
735,2015-10-21,sh603993,¬е—фов“µ,11.29,12.63,11.28,12.57,12.53,-1.24,-9.8962,1.4221,61404094,728958382.0,63552157770.6,48749206530.6
736,2015-10-22,sh603993,¬е—фов“µ,11.79,11.95,11.31,11.39,11.29,0.5,4.4287,1.0043,43365869,503660638.0,66366690887.1,50908161647.1
737,2015-10-23,sh603993,¬е—фов“µ,12.14,12.19,11.72,11.8,11.79,0.35,2.9686,0.8739,37732714,451826111.0,68336864068.6,52419430228.6
738,2015-10-26,sh603993,¬е—фов“µ,12.43,12.76,12.2,12.31,12.14,0.29,2.3888,1.2264,52956184,660731854.0,69969293276.2,53671624196.2
739,2015-10-27,sh603993,¬е—фов“µ,13.67,13.67,12.2,12.25,12.43,1.24,9.9759,2.51,108377623,1415594381.0,76949335405.1,59025832885.1
740,2015-10-28,sh603993,¬е—фов“µ,12.96,13.62,12.83,13.62,13.67,-0.71,-5.1939,1.7023,73503212,970100902.0,72952698379.7,55960116619.7
741,2015-10-29,sh603993,¬е—фов“µ,13.18,13.55,13.03,13.1,12.96,0.22,1.6975,1.0896,47049194,625702367.0,74191092950.9,56910056870.9
742,2015-10-30,sh603993,¬е—фов“µ,13.53,13.95,13.0,13.16,13.18,0.35,2.6555,1.4621,63131690,847058761.0,76161266132.5,58421325452.5
743,2015-11-02,sh603993,¬е—фов“µ,12.84,13.43,12.71,13.0,13.53,-0.69,-5.0998,1.3053,56361921,739145912.0,72277210431.7,55441967391.7
744,2015-11-03,sh603993,¬е—фов“µ,13.05,13.39,12.91,13.03,12.84,0.21,1.6355,0.8753,37795002,496535740.0,73459314340.6,56348728540.7
745,2015-11-04,sh603993,¬е—фов“µ,13.77,14.3,13.05,13.05,13.05,0.72,5.5172,1.9925,86035470,1179219526.0,77512242028.4,59457623908.4
746,2015-11-05,sh603993,¬е—фов“µ,13.89,14.2,13.61,13.73,13.77,0.12,0.8715,1.9728,85181910,1184323654.0,78187729976.4,59975773136.4
747,2015-11-06,sh603993,¬е—фов“µ,14.31,14.33,13.75,13.89,13.89,0.42,3.0238,1.6891,72933142,1027557339.0,80551937794.2,61789295434.2
748,2015-11-09,sh603993,¬е—фов“µ,14.2,14.66,14.0,14.38,14.31,-0.11,-0.7687,2.2766,98302892,1406804910.0,79932740508.6,61314325308.6
749,2015-11-10,sh603993,¬е—фов“µ,14.35,15.08,13.98,14.07,14.2,0.15,1.0563,2.8172,121642875,1771107698.0,80777100443.6,61962011843.6
750,2015-11-11,sh603993,¬е—фов“µ,14.25,14.57,14.14,14.52,14.35,-0.1,-0.6969,1.7341,74875438,1070744589.0,80214193820.2,61530220820.2
751,2015-11-12,sh603993,¬е—фов“µ,14.32,14.85,14.16,14.32,14.25,0.07,0.4912,2.7444,118501832,1716347821.0,80608228456.6,61832474536.6
752,2015-11-13,sh603993,XR¬е—фов,4.97,5.19,4.77,4.85,4.77,0.2,4.1929,1.5138,196092618,982962489.0,83929377534.0,64380041574.0
753,2015-11-16,sh603993,¬е—фов“µ,4.65,4.67,4.47,4.58,4.97,-0.32,-6.4386,2.54,329020793,1505288609.0,78525473950.4,60234847750.3
754,2015-11-17,sh603993,¬е—фов“µ,4.55,4.71,4.54,4.68,4.65,-0.1,-2.1505,1.9145,248004616,1141934016.0,76836754080.4,58939474680.4
755,2015-11-18,sh603993,¬е—фов“µ,4.61,4.85,4.43,4.55,4.55,0.06,1.3187,1.9306,250081059,1154642561.0,77849986002.4,59716698522.4
756,2015-11-19,sh603993,¬е—фов“µ,4.67,4.73,4.5,4.61,4.61,0.06,1.3015,1.5012,194466588,902126501.0,78863217924.3,60493922364.3
757,2015-11-20,sh603993,¬е—фов“µ,5.14,5.14,4.63,4.68,4.67,0.47,10.0642,2.2722,294332010,1467616326.0,86800201312.9,66582175792.9
758,2015-11-23,sh603993,¬е—фов“µ,5.65,5.65,5.39,5.49,5.14,0.51,9.9222,4.5577,590388662,3313915377.0,95412672649.4,73188578449.4
759,2015-11-24,sh603993,¬е—фов“µ,5.43,5.61,5.19,5.61,5.65,-0.22,-3.8938,3.8084,493330223,2664440451.0,91697488935.6,70338757695.6
760,2015-11-25,sh603993,¬е—фов“µ,5.58,5.85,5.4,5.43,5.43,0.15,2.7624,3.5437,459039060,2588459444.0,94230568740.4,72281817300.4
761,2015-11-26,sh603993,¬е—фов“µ,5.54,5.79,5.35,5.49,5.58,-0.04,-0.7168,2.7554,356929243,1970106338.0,93555080792.5,71763668072.5
762,2015-11-27,sh603993,¬е—фов“µ,5.17,5.58,5.05,5.41,5.54,-0.37,-6.6787,2.2633,293181894,1568285339.0,87306817273.8,66970787713.8
763,2015-11-30,sh603993,¬е—фов“µ,5.09,5.28,4.7,5.13,5.17,-0.08,-1.5474,1.7705,229348083,1150671968.0,85955841377.9,65934489257.9
764,2015-12-01,sh603993,¬е—фов“µ,5.02,5.09,4.95,5.09,5.09,-0.07,-1.3752,1.1332,146785762,734689625.0,84773737469.0,65027728109.0
765,2015-12-02,sh603993,¬е—фов“µ,4.99,5.01,4.8,5.01,5.02,-0.03,-0.5976,0.8632,111812991,550632432.0,84267121508.0,64639116188.0
766,2015-12-03,sh603993,¬е—фов“µ,5.08,5.14,4.94,4.98,4.99,0.09,1.8036,1.0155,131544298,663736137.0,85786969390.9,65804951950.9
767,2015-12-04,sh603993,¬е—фов“µ,5.02,5.12,4.98,5.07,5.08,-0.06,-1.1811,0.9901,128251176,648031718.0,84773737469.0,65027728109.0
768,2015-12-07,sh603993,¬е—фов“µ,4.99,5.05,4.95,5.01,5.02,-0.03,-0.5976,0.7651,99110778,494265084.0,84267121508.0,64639116188.0
769,2015-12-08,sh603993,¬е—фов“µ,4.8,4.95,4.78,4.94,4.99,-0.19,-3.8076,1.0041,130066319,628445966.0,81058553755.2,62177907355.2
770,2015-12-09,sh603993,¬е—фов“µ,4.67,4.78,4.66,4.75,4.8,-0.13,-2.7083,0.7449,96495233,453185752.0,78863217924.3,60493922364.3
771,2015-12-10,sh603993,¬е—фов“µ,4.7,4.85,4.65,4.67,4.67,0.03,0.6424,0.6492,84102023,399126167.0,79369833885.3,60882534285.3
772,2015-12-11,sh603993,¬е—фов“µ,4.75,4.85,4.55,4.71,4.7,0.05,1.0638,0.9401,121782359,569802815.0,80214193820.2,61530220820.2
773,2015-12-14,sh603993,¬е—фов“µ,4.86,4.91,4.62,4.66,4.75,0.11,2.3158,1.0068,130421715,627936406.0,82071785677.1,62955131197.1
774,2015-12-15,sh603993,¬е—фов“µ,4.78,4.84,4.75,4.84,4.86,-0.08,-1.6461,0.7571,98070670,468519728.0,80720809781.2,61918832741.2
775,2015-12-16,sh603993,¬е—фов“µ,4.76,4.84,4.75,4.76,4.78,-0.02,-0.4184,0.6085,78820670,377066794.0,80383065807.2,61659758127.2
776,2015-12-17,sh603993,¬е—фов“µ,4.81,4.85,4.76,4.77,4.76,0.05,1.0504,0.8755,113409263,544184578.0,81227425742.2,62307444662.2
777,2015-12-18,sh603993,¬е—фов“µ,4.72,4.8,4.67,4.8,4.81,-0.09,-1.8711,0.8165,105767725,499295835.0,79707577859.3,61141608899.3
778,2015-12-21,sh603993,¬е—фов“µ,4.72,4.74,4.65,4.7,4.72,0.0,0.0,0.5637,73018255,343455385.0,79707577859.3,61141608899.3
779,2015-12-22,sh603993,¬е—фов“µ,4.72,4.76,4.68,4.72,4.72,0.0,0.0,0.5794,75047777,353291615.0,79707577859.3,61141608899.3
780,2015-12-23,sh603993,¬е—фов“µ,4.63,4.71,4.62,4.71,4.72,-0.09,-1.9068,0.6738,87284748,406370644.0,78187729976.4,59975773136.4
781,2015-12-24,sh603993,¬е—фов“µ,4.61,4.66,4.57,4.62,4.63,-0.02,-0.432,0.4546,58883535,270996545.0,77849986002.4,59716698522.4
782,2015-12-25,sh603993,¬е—фов“µ,4.65,4.69,4.58,4.61,4.61,0.04,0.8677,0.4719,61125021,283141948.0,78525473950.4,60234847750.3
783,2015-12-28,sh603993,¬е—фов“µ,4.55,4.65,4.54,4.64,4.65,-0.1,-2.1505,0.5769,74734583,342683794.0,76836754080.4,58939474680.4
784,2015-12-29,sh603993,¬е—фов“µ,4.52,4.55,4.47,4.54,4.55,-0.03,-0.6593,0.4487,58123197,261321574.0,76330138119.5,58550862759.5
785,2015-12-30,sh603993,¬е—фов“µ,4.48,4.54,4.46,4.54,4.52,-0.04,-0.885,0.3578,46344123,207870524.0,75654650171.5,58032713531.5
786,2015-12-31,sh603993,¬е—фов“µ,4.46,4.51,4.45,4.48,4.48,-0.02,-0.4464,0.339,43907742,196539323.0,75316906197.5,57773638917.5
787,2016-01-04,sh603993,¬е—фов“µ,4.02,4.47,4.01,4.47,4.46,-0.44,-9.8655,0.5201,67367534,283661647.0,67886538770.0,52073997410.0
788,2016-01-05,sh603993,¬е—фов“µ,3.94,4.05,3.63,3.91,4.02,-0.08,-1.99,0.664,86015589,335347806.0,66535562874.1,51037698954.1
789,2016-01-06,sh603993,¬е—фов“µ,4.33,4.33,3.95,3.95,3.94,0.39,9.8985,1.1664,151088038,641083714.0,73121570366.7,56089653926.7
790,2016-01-07,sh603993,¬е—фов“µ,3.9,4.27,3.9,4.18,4.33,-0.43,-9.9307,0.3329,43117195,175199144.0,65860074926.1,50519549726.1
791,2016-01-08,sh603993,¬е—фов“µ,4.09,4.2,3.82,4.0,3.9,0.19,4.8718,1.1047,143096903,582471641.0,69068642678.9,52980758558.9
792,2016-01-11,sh603993,¬е—фов“µ,3.84,4.05,3.82,4.0,4.09,-0.25,-6.1125,0.7545,97735702,382692201.0,64846843004.2,49742325884.2
793,2016-01-12,sh603993,¬е—фов“µ,4.1,4.22,3.86,4.0,3.84,0.26,6.7708,1.455,188482025,777835577.0,69237514665.9,53110295865.9
794,2016-01-13,sh603993,¬е—фов“µ,3.94,4.04,3.88,3.99,4.1,-0.16,-3.9024,1.0417,134944198,532582161.0,66535562874.1,51037698954.1
795,2016-01-14,sh603993,¬е—фов“µ,4.02,4.08,3.75,3.8,3.94,0.08,2.0305,0.6822,88375185,347334928.0,67886538770.0,52073997410.0
796,2016-01-15,sh603993,¬е—фов“µ,3.83,3.99,3.78,3.99,4.02,-0.19,-4.7264,0.6239,80813548,312756407.0,64677971017.2,49612788577.2
797,2016-01-18,sh603993,¬е—фов“µ,3.82,3.87,3.72,3.78,3.83,-0.01,-0.2611,0.3752,48607101,185879287.0,64509099030.2,49483251270.2
798,2016-01-19,sh603993,¬е—фов“µ,3.9,3.9,3.76,3.82,3.82,0.08,2.0942,0.5513,71412121,274538637.0,65860074926.1,50519549726.1
799,2016-01-20,sh603993,¬е—фов“µ,3.84,3.93,3.81,3.87,3.9,-0.06,-1.5385,0.4317,55917072,215739945.0,64846843004.2,49742325884.2
800,2016-01-21,sh603993,¬е—фов“µ,3.69,3.84,3.68,3.78,3.84,-0.15,-3.9063,0.4001,51823599,195273983.0,62313763199.3,47799266279.3
801,2016-01-22,sh603993,¬е—фов“µ,3.73,3.78,3.66,3.7,3.69,0.04,1.084,0.324,41969999,156336925.0,62989251147.3,48317415507.3
802,2016-01-25,sh603993,¬е—фов“µ,3.74,3.79,3.71,3.71,3.73,0.01,0.2681,0.3065,39703352,148856885.0,63158123134.3,48446952814.3
803,2016-01-26,sh603993,¬е—фов“µ,3.4,3.71,3.37,3.71,3.74,-0.34,-9.0909,0.5086,65886210,234106243.0,57416475576.6,44042684376.6
804,2016-01-27,sh603993,¬е—фов“µ,3.28,3.45,3.1,3.39,3.4,-0.12,-3.5294,0.4727,61231590,199301434.0,55390011732.7,42488236692.7
805,2016-01-28,sh603993,¬е—фов“µ,3.06,3.26,3.04,3.22,3.28,-0.22,-6.7073,0.3489,45192909,142254083.0,51674828018.9,39638415938.9
806,2016-01-29,sh603993,¬е—фов“µ,3.2,3.3,3.04,3.06,3.06,0.14,4.5752,0.423,54800219,173282650.0,54039035836.8,41451938236.8
807,2016-02-01,sh603993,¬е—фов“µ,3.1,3.17,3.06,3.15,3.2,-0.1,-3.125,0.3153,40839622,127065511.0,52350315966.9,40156565166.9
808,2016-02-02,sh603993,¬е—фов“µ,3.17,3.19,3.1,3.1,3.1,0.07,2.2581,0.3054,39558867,124976611.0,53532419875.8,41063326315.8
809,2016-02-03,sh603993,¬е—фов“µ,3.2,3.24,3.11,3.14,3.17,0.03,0.9464,0.3099,40148018,126722518.0,54039035836.8,41451938236.8
810,2016-02-04,sh603993,¬е—фов“µ,3.36,3.44,3.21,3.21,3.2,0.16,5.0,0.6562,84998577,284462171.0,56740987628.6,43524535148.6
811,2016-02-05,sh603993,¬е—фов“µ,3.27,3.37,3.26,3.36,3.36,-0.09,-2.6786,0.426,55183064,182033697.0,55221139745.7,42358699385.7
812,2016-02-15,sh603993,¬е—фов“µ,3.4,3.47,3.13,3.19,3.27,0.13,3.9755,0.6045,78306048,262508728.0,57416475576.6,44042684376.6
813,2016-02-16,sh603993,¬е—фов“µ,3.45,3.49,3.34,3.39,3.4,0.05,1.4706,0.6647,86102651,294503388.0,58260835511.6,44690370911.6
